Date,Bond Code,ISIN Code,Ticker,ISSUER,ISSUER_INDUSTRY,PAYMENT_RANK,Maturity,DAYS_TO_NEXT_COUPON,NXT_CPN_DT,Coupon,Companion Bond,BP Spread,MTM,All in price,Clean Price,Accrued Interest,Year High Yield,Year Low Yield,Return (YTD),Duration,Modified Duration,Delta,Rand per Basis Point,Convexity,Yield Volatility,Yield / Price Indicator,Last Trade Date,Last MTM Change Date,Index Ratio,Base CPI,Reference CPI,MTM Process Methodology,MTM Change
2024/06/18,NN107,ZAG000179367,ZAG000179367 Corp,NEDBANK LTD,BANK,Sr Unsecured,18-Jun-24,33,2023/06/19,9.713,JIBAR,218,,101.3422098,99.95843996,1.383769863,100,100,0,,0,,,,,Price,31-Aug-21,06-May-23,,,,Price Traded Methodology,
2027/06/21,NN163,ZAG000187238,ZAG000187238 Corp,NEDBANK LTD,BANK,Sr Unsecured,21-Jun-27,34,2023/06/20,9.723,JIBAR,219,,101.3418697,99.95667519,1.385194521,100,100,0,,0,,,,,Price,17-Jun-22,06-May-23,,,,Price Traded Methodology,
2024/06/18,NN176,ZAG000189762,ZAG000189762 Corp,NEDBANK LTD,BANK,Sr Unsecured,18-Jun-24,33,2023/06/19,9.283,JIBAR,175,,101.2815413,99.95903167,1.322509589,100,100,0,,0,,,,,Price,09-Sep-22,06-May-23,,,,Price Traded Methodology,
2025/11/12,NN177,ZAG000189929,ZAG000189929 Corp,NEDBANK LTD,BANK,Sr Unsecured,12-Nov-25,87,2023/08/12,10.62,R186,178,10.52,100.1881113,100.2172072,-0.02909589,10.625,9.74,-0.01,2.2313886,2.174206963,,217.8296892,5.6029015,,Price,03-Mar-23,21-Sep-22,,,,Illiquid Methodology,
2029/04/02,NN178,ZAG000189937,ZAG000189937 Corp,NEDBANK GROUP LTD,BANK,Sr Unsecured,02-Apr-29,46,2023/07/02,10.68,R2 030,-18.5,9.96,104.3166561,103.1755055,1.141150685,10.055,9.28,-0.01,4.4256912,4.31816878,,450.4569278,23.3731002,,Price,14-Sep-22,26-Sep-22,,,,Illiquid Methodology,
2028/09/15,NN179,ZAG000189945,ZAG000189945 Corp,NEDBANK LTD,BANK,Sr Unsecured,15-Sep-28,29,2023/06/15,10.35,R2 030,-16,9.985,103.0933199,101.4770186,1.61630137,10.08,9.305,-0.01,4.1175754,4.017293667,,414.1561413,20.0484964,,Price,14-Sep-22,21-Sep-22,,,,Illiquid Methodology,
2024/02/22,NN196,ZAG000193889,ZAG000193889 Corp,NEDBANK LTD,BANK,Sr Unsecured,22-Feb-24,5,2023/05/22,8.95,JIBAR,150,,101.9020868,99.98948409,1.91260274,100,100,0,,0,,,,,Price,21-Feb-23,06-May-23,,,,Price Traded Methodology,
2023/08/17,NNF092,ZAG000193707,ZAG000193707 Corp,NEDBANK LTD,BANK,Sr Unsecured,17-Aug-23,92,2023/08/17,8.25,JIBAR,80,,99.86220053,99.99781697,-0.135616438,0,0,0,,0,,,,,Price,16-Feb-23,04-May-23,,,,Price Traded Methodology,
2023/05/30,NNF093,ZAG000193970,ZAG000193970 Corp,NEDBANK LTD,BANK,Sr Unsecured,30-May-23,13,2023/05/30,8.37,JIBAR,92,,101.6071102,99.97897322,1.628136986,0,0,0,,0,,,,,Price,27-Feb-23,04-May-23,,,,Commercial Paper Methodology,
2023/05/30,NNF094,ZAG000194085,ZAG000194085 Corp,NEDBANK LTD,BANK,Sr Unsecured,30-May-23,13,2023/05/30,8.425,JIBAR,97.5,,101.6177609,99.9789253,1.638835616,0,0,0,,0,,,,,Price,21-Apr-23,04-May-23,,,,Commercial Paper Methodology,
2023/06/13,NNF095,ZAG000194549,ZAG000194549 Corp,NEDBANK LTD,BANK,Sr Unsecured,13-Jun-23,27,2023/06/13,8.1,JIBAR,60,,101.2503965,99.96327324,1.287123288,0,0,0,,0,,,,,Price,10-Mar-23,04-May-23,,,,Price Traded Methodology,
2023/06/20,NNF096,ZAG000194739,ZAG000194739 Corp,NEDBANK LTD,BANK,Sr Unsecured,20-Jun-23,34,2023/06/20,8.533,JIBAR,100,,101.2194125,99.95699604,1.262416438,0,0,0,,0,,,,,Price,16-Mar-23,04-May-23,,,,Price Traded Methodology,
2023/06/20,NNF097,ZAG000194747,ZAG000194747 Corp,NEDBANK LTD,BANK,Sr Unsecured,20-Jun-23,34,2023/06/20,8.533,JIBAR,100,,101.2194125,99.95699604,1.262416438,0,0,0,,0,,,,,Price,16-Mar-23,04-May-23,,,,Price Traded Methodology,
2023/06/27,NNF098,ZAG000194937,ZAG000194937 Corp,NEDBANK LTD,BANK,Sr Unsecured,27-Jun-23,41,2023/06/27,8.458,JIBAR,90,,100.9721446,99.95255011,1.019594521,0,0,0,,0,,,,,Price,23-Mar-23,27-Mar-23,,,,Commercial Paper Methodology,
2028/03/29,NNF099,ZAG000195132,ZAG000195132 Corp,NEDBANK LTD,BANK,Sr Unsecured,29-Mar-28,43,2023/06/29,9.883,JIBAR,232.5,,101.1131698,99.94887114,1.16429863,100,100,0,,0,,,,,Price,29-Mar-23,06-May-23,,,,Price Traded Methodology,
2028/03/30,NNF100,ZAG000195199,ZAG000195199 Corp,NEDBANK LTD,BANK,Sr Unsecured,30-Mar-28,44,2023/06/30,9.875,JIBAR,230,,101.0863353,99.95003394,1.13630137,100,100,0,,0,,,,,Price,30-Mar-23,06-May-23,,,,Price Traded Methodology,
2023/07/03,NNF101,ZAG000195322,ZAG000195322 Corp,NEDBANK LTD,BANK,Sr Unsecured,03-Jul-23,47,2023/07/03,8.618,JIBAR,66,,100.8775098,100.0039043,0.873605479,0,0,0,,0,,,,,Price,04-Apr-23,04-May-23,,,,Price Traded Methodology,
2028/04/21,NNF102,ZAG000195629,ZAG000195629 Corp,NEDBANK LTD,BANK,Sr Unsecured,21-Apr-28,34,2023/06/20,10.208,JIBAR,225,,100.5711466,100.0118041,0.559342466,100,100,0,,0,,,,,Price,21-Apr-23,06-May-23,,,,Price Traded Methodology,
2028/05/04,NNF103,ZAG000195801,ZAG000195801 Corp,NEDBANK LTD,BANK,Sr Unsecured,04-May-28,79,2023/08/04,10.775,JIBAR,280,,100.204095,99.99745119,0.206643836,100,100,0,,0,,,,,Price,03-May-23,06-May-23,,,,Price Traded Methodology,
2023/05/31,NRA023,ZAG000059437,ZAG000059437 Corp,SOUTH AFRICAN NATL RDS,GOVT AGENCY,Sr Unsecured,31-May-23,14,2023/05/31,5,R197,165,4.05,215.72661,211.04565,4.68096,5.55,3.998,-0.26,0.0557803,0.054673191,-0.11794462,11.79446168,0.0059783,,Rate,11-Apr-23,23-Nov-22,2.109320363,50.89699337,107.3580645,Inflation Linked Methodology,
2028/11/30,NRA028,ZAG000055997,ZAG000055997 Corp,SOUTH AFRICAN NATL RDS,GOVT AGENCY,Sr Unsecured,30-Nov-28,14,2023/05/31,12.25,R186,251,11.25,109.48479,104.0478,5.43699,11.36,10.47,0,4.0097163,3.796181126,-4.15624085,415.6240853,19.6387882,,Rate,14-Apr-23,10-Apr-22,,,,Illiquid Methodology,
2023/12/07,NTC26,ZAG000155888,ZAG000155888 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,07-Dec-23,21,2023/06/07,9.017,JIBAR,83,,101.9737961,100.3680289,1.605767123,100,100,0,,0,,,,,Price,02-Mar-23,07-Feb-23,,,,Price Traded Methodology,
2023/06/12,NTC27,ZAG000165192,ZAG000165192 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,12-Jun-23,26,2023/06/12,8.86,JIBAR,95,,101.4325782,100.0004138,1.432164384,100,100,0,,0,,,,,Price,11-Dec-19,31-Jul-22,,,,Price Traded Methodology,
2024/12/12,NTC28,ZAG000165184,ZAG000165184 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,12-Dec-24,26,2023/06/12,8.93,JIBAR,107,,101.9350572,100.4915777,1.443479452,100,100,0,,0,,,,,Price,11-Dec-19,03-Jan-23,,,,Price Traded Methodology,
2027/01/28,NTC33,ZAG000182965,ZAG000182965 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,28-Jan-27,72,2023/07/28,9.583,JIBAR,162.5,,100.3382566,99.9969443,0.341312329,100,100,0,,0,,,,,Price,25-Oct-22,06-May-23,,,,Price Traded Methodology,
2025/02/26,NTC34,ZAG000184748,ZAG000184748 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,26-Feb-25,9,2023/05/26,8.83,JIBAR,109,,102.2263891,100.4603891,1.766,100,100,0,,0,,,,,Price,05-May-23,24-Apr-23,,,,Price Traded Methodology,
2025/09/07,NTC35,ZAG000189606,ZAG000189606 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,07-Sep-25,21,2023/06/07,8.707,JIBAR,120,,101.6019449,100.0513833,1.550561644,100,100,0,,0,,,,,Price,31-Mar-23,02-Apr-23,,,,Price Traded Methodology,
2027/09/07,NTC36,ZAG000189614,ZAG000189614 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,07-Sep-27,21,2023/06/07,8.967,JIBAR,135,,102.0923182,100.4954552,1.596863014,100,100,0,,0,,,,,Price,03-Apr-23,22-Mar-23,,,,Price Traded Methodology,
2027/10/12,NTC37,ZAG000190182,ZAG000190182 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,12-Oct-27,56,2023/07/12,9.458,JIBAR,150,,100.7524035,100.0009459,0.751457534,0,0,0,,0,,,,,Price,26-Sep-22,30-Oct-22,,,,Price Traded Methodology,
2026/02/14,NTC38,ZAG000193558,ZAG000193558 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,14-Feb-26,89,2023/08/14,8.75,JIBAR,100,,100.6298486,100.7257391,-0.095890411,100,100,0,,0,,,,,Price,04-May-23,03-May-23,,,,Price Traded Methodology,
2028/02/14,NTC39,ZAG000193566,ZAG000193566 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,14-Feb-28,89,2023/08/14,8.93,JIBAR,148,,99.90078211,99.99864512,-0.097863014,100,100,0,,0,,,,,Price,13-Feb-23,06-May-23,,,,Price Traded Methodology,
2024/03/19,NTCG01,ZAG000174798,ZAG000174798 Corp,CLINDEB INVESTMENTS,FINANCIAL,Sr Unsecured,19-Mar-24,33,2023/06/19,9.183,JIBAR,162,,101.2917996,99.98353656,1.308263014,100,100,0,,0,,,,,Price,20-Apr-23,21-Apr-22,,,,Price Traded Methodology,
2030/03/19,OML07,ZAG000124579,ZAG000124579 Corp,OLD MUTUAL LIFE SA LTD,FINANCIAL,Subordinated,19-Mar-25,125,2023/09/19,10.955,R186,-33,8.41,105.8452,104.25447,1.59073,8.52,7.63,0,1.7092296,1.64025676,-1.73613291,173.6132907,3.616843,,Rate,04-Apr-23,06-Sep-22,,,,Illiquid Methodology,
2030/09/14,OML10,ZAG000129644,ZAG000129644 Corp,OLD MUTUAL LIFE SA LTD,FINANCIAL,Subordinated,14-Sep-25,120,2023/09/14,11.35,R186,15,8.89,106.86294,105.05938,1.80356,9,8.035,0.01,2.0953928,2.006216513,-2.14390193,214.3901928,5.2738879,,Rate,04-Apr-23,14-Mar-23,,,,Illiquid Methodology,
2024/06/11,OML11,ZAG000160094,ZAG000160094 Corp,OLD MUTUAL LIFE SA LTD,FINANCIAL,Subordinated,11-Jun-24,26,2023/06/12,9.05,JIBAR,98,,102.011138,100.5482613,1.462876712,100,100,0,,0,,,,,Price,02-May-23,06-Mar-23,,,,Price Traded Methodology,
2025/11/12,OML12,ZAG000172412,ZAG000172412 Corp,OLD MUTUAL LIFE SA LTD,FINANCIAL,Subordinated,12-Nov-25,89,2023/08/14,9.38,JIBAR,114,,101.723521,101.7492196,-0.02569863,100,100,0,,0,,,,,Price,05-May-23,14-Mar-23,,,,Price Traded Methodology,
2026/09/23,OML13,ZAG000179680,ZAG000179680 Corp,OLD MUTUAL LIFE SA LTD,FINANCIAL,Subordinated,23-Sep-26,37,2023/06/23,9.09,JIBAR,120,,102.1504599,100.9301585,1.22030137,100,100,0,,0,,,,,Price,05-May-23,15-Mar-23,,,,Price Traded Methodology,
2027/06/23,OML14,ZAG000187204,ZAG000187204 Corp,OLD MUTUAL LIFE SA LTD,FINANCIAL,Subordinated,23-Jun-27,37,2023/06/23,9.1,JIBAR,138,,101.7515355,100.5298917,1.221643836,100,100,0,,0,,,,,Price,20-Apr-23,02-Mar-23,,,,Price Traded Methodology,
2027/10/28,OML15,ZAG000191131,ZAG000191131 Corp,OLD MUTUAL LIFE SA LTD,FINANCIAL,Subordinated,28-Oct-27,72,2023/07/28,9.508,JIBAR,155,,100.3356991,99.99705802,0.338641096,100,100,0,,0,,,,,Price,11-Nov-22,06-May-23,,,,Price Traded Methodology,
2025/12/13,PARS01,ZAG000192758,ZAG000192758 Corp,PAN AFRICAN RESOURCES FU,INDUSTRIAL,Secured,13-Dec-25,27,2023/06/13,11.1,JIBAR,350,,101.9752616,100.181015,1.794246575,100,100,0,,0,,,,,Price,02-May-23,14-Feb-23,,,,Price Traded Methodology,
2027/12/13,PARS02,ZAG000192766,ZAG000192766 Corp,PAN AFRICAN RESOURCES FU,INDUSTRIAL,Secured,13-Dec-27,27,2023/06/13,11.25,JIBAR,363,,102.1989529,100.3804598,1.818493151,100,100,0,,0,,,,,Price,03-Mar-23,02-Mar-23,,,,Price Traded Methodology,
2025/03/10,PEP02,ZAG000166893,ZAG000166893 Corp,PEPKOR HOLDINGS LTD,INDUSTRIAL,Sr Unsecured,10-Mar-25,26,2023/06/12,9.232,JIBAR,120,,102.4307478,100.8625725,1.568175342,100,100,0,,0,,,,,Price,23-Feb-21,14-Mar-23,,,,Price Traded Methodology,
2024/05/05,PEP03,ZAG000175969,ZAG000175969 Corp,PEPKOR HOLDINGS LTD,INDUSTRIAL,Sr Unsecured,05-May-24,82,2023/08/07,9.495,JIBAR,111,,100.5355431,100.3794609,0.156082192,100,100,0,,0,,,,,Price,05-Apr-23,30-Mar-23,,,,Price Traded Methodology,
2026/05/05,PEP04,ZAG000175977,ZAG000175977 Corp,PEPKOR HOLDINGS LTD,INDUSTRIAL,Sr Unsecured,05-May-26,82,2023/08/07,9.675,JIBAR,131,,101.1597034,101.0006624,0.159041096,100,100,0,,0,,,,,Price,23-Mar-23,02-Mar-23,,,,Price Traded Methodology,
2026/03/06,PEP05,ZAG000194150,ZAG000194150 Corp,PEPKOR HOLDINGS LTD,INDUSTRIAL,Sr Unsecured,06-Mar-26,20,2023/06/06,8.68,JIBAR,120,,101.6122397,100.0427055,1.569534247,100,100,0,,0,,,,,Price,02-May-23,18-Apr-23,,,,Price Traded Methodology,
2028/03/06,PEP06,ZAG000194168,ZAG000194168 Corp,PEPKOR HOLDINGS LTD,INDUSTRIAL,Sr Unsecured,06-Mar-28,20,2023/06/06,8.83,JIBAR,138,,101.5654599,99.96880235,1.596657534,100,100,0,,0,,,,,Price,06-Apr-23,06-May-23,,,,Price Traded Methodology,
2023/10/08,PMM57,ZAG000180522,ZAG000180522 Corp,PREMIUM PROPERTIES LIMIT,FINANCIAL,Sr Unsecured,08-Oct-23,54,2023/07/10,10.008,JIBAR,205,,100.823798,100.0012227,0.822575342,100,100,0,,0,,,,,Price,28-Nov-22,06-May-23,,,,Price Traded Methodology,
2025/02/28,PMM58,ZAG000183898,ZAG000183898 Corp,PREMIUM PROPERTIES LIMIT,FINANCIAL,Sr Unsecured,28-Feb-25,14,2023/05/31,9.6,JIBAR,215,,101.8709527,99.97725403,1.89369863,100,100,0,,0,,,,,Price,05-Apr-23,06-May-23,,,,Price Traded Methodology,
2025/02/28,PMM59,ZAG000194093,ZAG000194093 Corp,PREMIUM PROPERTIES LIMIT,FINANCIAL,Sr Unsecured,28-Feb-25,14,2023/05/31,9.35,JIBAR,190,,101.8218958,99.97751222,1.844383562,100,100,0,,0,,,,,Price,27-Feb-23,06-May-23,,,,Price Traded Methodology,
2026/02/28,PMM60,ZAG000194077,ZAG000194077 Corp,PREMIUM PROPERTIES LIMIT,FINANCIAL,Sr Unsecured,28-Feb-26,14,2023/05/31,9.5,JIBAR,205,,101.851428,99.97745536,1.873972603,100,100,0,,0,,,,,Price,27-Feb-23,06-May-23,,,,Price Traded Methodology,
2023/12/05,RDFB15,ZAG000155854,ZAG000155854 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,05-Dec-23,19,2023/06/05,9.067,JIBAR,85,,102.0235368,100.3840245,1.639512329,100,100,0,,0,,,,,Price,02-May-23,14-Mar-23,,,,Price Traded Methodology,
2024/02/11,RDFB17,ZAG000156936,ZAG000156936 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,11-Feb-24,86,2023/08/11,9,JIBAR,111,,100.318531,100.318531,0,100,100,0,,0,,,,,Price,24-Mar-23,07-Feb-23,,,,Price Traded Methodology,
2026/02/11,RDFB18,ZAG000156944,ZAG000156944 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,11-Feb-26,86,2023/08/11,9.2,JIBAR,151,,100.5747512,100.5747512,0,100,100,0,,0,,,,,Price,07-Feb-23,06-Feb-23,,,,Price Traded Methodology,
2024/03/22,RDFB20,ZAG000157975,ZAG000157975 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,22-Mar-24,36,2023/06/22,9.075,JIBAR,110,,101.5681031,100.3249524,1.243150685,100,100,0,,0,,,,,Price,30-Mar-23,23-Mar-23,,,,Price Traded Methodology,
2026/03/22,RDFB21,ZAG000157959,ZAG000157959 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,22-Mar-26,36,2023/06/22,9.325,JIBAR,165,,101.6026641,100.3252669,1.27739726,100,100,0,,0,,,,,Price,22-Mar-23,03-Jan-23,,,,Price Traded Methodology,
2024/08/22,RDFB24,ZAG000161910,ZAG000161910 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,22-Aug-24,5,2023/05/22,9.1,JIBAR,134,,100.0917798,100.3660264,-0.274246575,100,100,0,,0,,,,,Price,05-Apr-23,23-Jan-23,,,,Price Traded Methodology,
2024/11/28,RDFB26,ZAG000164666,ZAG000164666 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,28-Nov-24,12,2023/05/29,9.1,JIBAR,141,,102.1181809,100.3231124,1.795068493,100,100,0,,0,,,,,Price,22-Mar-23,03-Jan-23,,,,Price Traded Methodology,
2024/07/26,RDFB27,ZAG000178328,ZAG000178328 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,26-Jul-24,70,2023/07/26,9.958,JIBAR,140,,101.0847219,100.675489,0.409232877,100,100,0,,0,,,,,Price,05-Apr-23,21-Jul-22,,,,Price Traded Methodology,
2025/09/21,RDFG01,ZAG000190083,ZAG000190083 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,21-Sep-25,35,2023/06/21,9.075,JIBAR,142,,101.4716435,100.2284928,1.243150685,100,100,0,,0,,,,,Price,02-May-23,07-Feb-23,,,,Price Traded Methodology,
2027/09/21,RDFG02,ZAG000190075,ZAG000190075 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,21-Sep-27,35,2023/06/21,9.205,JIBAR,174,,101.0059724,99.74501347,1.260958904,100,100,0,,0,,,,,Price,13-Mar-23,03-Jan-23,,,,Price Traded Methodology,
2029/09/21,RDFG03,ZAG000190067,ZAG000190067 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,21-Sep-29,35,2023/06/21,9.525,JIBAR,200,,101.2599311,99.95513659,1.304794521,100,100,0,,0,,,,,Price,02-May-23,06-May-23,,,,Price Traded Methodology,
2032/09/21,RDFG04,ZAG000190059,ZAG000190059 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,21-Sep-32,35,2023/06/21,9.825,JIBAR,230,,101.3004923,99.95460193,1.345890411,100,100,0,,0,,,,,Price,20-Sep-22,06-May-23,,,,Price Traded Methodology,
2025/12/09,RDFG05,ZAG000192501,ZAG000192501 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,09-Dec-25,23,2023/06/09,9.123,JIBAR,164,,101.5410338,99.96637905,1.574654795,100,100,0,,0,,,,,Price,07-Dec-22,06-May-23,,,,Price Traded Methodology,
2026/12/09,RDFG06,ZAG000192519,ZAG000192519 Corp,REDEFINE PROPERTIES LTD,FINANCIAL,Sr Unsecured,09-Dec-26,23,2023/06/09,9.203,JIBAR,172,,101.5547352,99.96627223,1.588463014,100,100,0,,0,,,,,Price,08-Dec-22,06-May-23,,,,Price Traded Methodology,
2033/04/17,RED706,ZAG000195405,ZAG000195405 Corp,REDINK RENTALS,SPECIAL PURPOSE,Secured,17-Apr-26,61,2023/07/17,14.475,JIBAR,650,,100.9471529,99.99537211,0.951780822,100,100,0,,0,,,,,Price,04-May-23,06-May-23,,,,Price Traded Methodology,
2033/04/17,RED707,ZAG000195462,ZAG000195462 Corp,REDINK RENTALS,SPECIAL PURPOSE,Secured,17-Apr-26,61,2023/07/17,15.825,JIBAR,785,,101.0333348,99.99278689,1.040547945,100,100,0,,0,,,,,Price,04-May-23,06-May-23,,,,Price Traded Methodology,
2023/08/03,RES49,ZAG000167115,ZAG000167115 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,03-Aug-23,78,2023/08/03,10.317,JIBAR,201,,100.2990634,100.0729374,0.226126027,100,100,0,,0,,,,,Price,02-May-23,10-Apr-22,,,,Price Traded Methodology,
2023/10/22,RES50,ZAG000171950,ZAG000171950 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,22-Oct-23,68,2023/07/24,10.058,JIBAR,160,,100.6851232,100.2166684,0.468454795,100,100,0,,0,,,,,Price,23-Mar-23,16-May-22,,,,Price Traded Methodology,
2024/05/07,RES52,ZAG000176157,ZAG000176157 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,07-May-24,82,2023/08/07,9.783,JIBAR,140,,100.3887268,100.3105288,0.07819804,100,100,0,,0,,,,,Price,05-Apr-23,11-Oct-22,,,,Price Traded Methodology,
2025/09/20,RES53,ZAG000179979,ZAG000179979 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,20-Sep-25,34,2023/06/20,9.453,JIBAR,192,,101.3036958,99.95696706,1.346728767,100,100,0,,0,,,,,Price,24-Mar-23,06-May-23,,,,Price Traded Methodology,
2027/10/13,RES59,ZAG000190901,ZAG000190901 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,13-Oct-27,57,2023/07/13,9.608,JIBAR,165,,100.737588,100.0005359,0.737052055,100,100,0,,0,,,,,Price,05-May-23,06-May-23,,,,Price Traded Methodology,
2025/12/06,RES60,ZAG000192493,ZAG000192493 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,06-Dec-25,20,2023/06/06,8.867,JIBAR,140,,101.5731788,99.96983086,1.603347945,100,100,0,,0,,,,,Price,05-Apr-23,06-May-23,,,,Price Traded Methodology,
2027/12/15,RES61,ZAG000192832,ZAG000192832 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,15-Dec-27,29,2023/06/15,9.167,JIBAR,165,,101.3934649,99.96190603,1.431558904,100,100,0,,0,,,,,Price,26-Jan-23,06-May-23,,,,Price Traded Methodology,
2028/02/13,RES62,ZAG000193616,ZAG000193616 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,13-Feb-28,89,2023/08/14,9.1,JIBAR,165,,99.89897555,99.99870158,-0.099726027,100,100,0,,0,,,,,Price,13-Feb-23,06-May-23,,,,Price Traded Methodology,
2026/09/15,RES63,ZAG000194614,ZAG000194614 Corp,RESILIENT REIT LTD,FINANCIAL,Sr Unsecured,15-Sep-26,29,2023/06/15,8.942,JIBAR,145,,101.3562589,99.959837,1.396421918,100,100,0,,0,,,,,Price,14-Mar-23,06-May-23,,,,Price Traded Methodology,
2027/07/11,RN2027,ZAG000187949,ZAG000187949 Corp,REP SOUTH AFRICA FLOATER,GOVT NATIONAL,Unsecured,11-Jul-27,55,2023/07/11,9.258,JIBAR,55,,103.3559576,102.5950261,0.760931507,0,0,0,,0,,,,,Price,13-Apr-23,23-Feb-23,,,,Price Traded Methodology,
2030/09/17,RN2030,ZAG000195413,ZAG000195413 Corp,REP SOUTH AFRICA FLOATER,GOVT NATIONAL,Unsecured,17-Sep-30,31,2023/06/17,8.918,JIBAR,96,,100.5971944,100.0108053,0.586389041,0,0,0,,0,,,,,Price,17-Apr-23,04-May-23,,,,Price Traded Methodology,
2023/12/10,RW23,ZAG000111246,ZAG000111246 Corp,RAND WATER,GOVT AGENCY,Sr Unsecured,10-Dec-23,24,2023/06/10,9.51,R186,93,9.67,103.86713,99.9068,3.96033,9.78,9.22,0.04,0.5597052,0.533891566,-0.55453783,55.45378297,0.5495379,,Rate,14-Apr-23,22-Feb-23,,,,Illiquid Methodology,
2028/12/10,RW28,ZAG000111253,ZAG000111253 Corp,RAND WATER,GOVT AGENCY,Sr Unsecured,10-Dec-28,24,2023/06/10,10.245,R213,109.5,11.685,98.47194,94.20553,4.26641,11.735,10.715,0.03,4.159032,3.929453648,-3.8694091,386.9409098,20.6075609,,Rate,06-Apr-23,09-Mar-23,,,,Illiquid Methodology,
2031/06/30,RW31,ZAG000177635,ZAG000177635 Corp,RAND WATER,GOVT AGENCY,Sr Unsecured,30-Jun-31,44,2023/06/30,10.685,R213,130,11.89,97.66872,93.80456,3.86416,11.94,11.2,0,5.3281449,5.029161243,-4.91191778,491.1917782,35.4112387,,Rate,10-Mar-23,03-Aug-21,,,,Illiquid Methodology,
2026/06/30,RWL26,ZAG000177619,ZAG000177619 Corp,RAND WATER,GOVT AGENCY,Sr Unsecured,30-Jun-26,44,2023/06/30,9.825,JIBAR,205,,101.6123976,100.4818497,1.130547945,100,100,0,,0,,,,,Price,30-Mar-23,12-Oct-22,,,,Price Traded Methodology,
2028/06/30,RWL28,ZAG000177627,ZAG000177627 Corp,RAND WATER,GOVT AGENCY,Sr Unsecured,30-Jun-28,44,2023/06/30,9.705,R2 030,68,10.825,99.16716,95.65741,3.50975,10.915,10.145,0,3.9958176,3.790648719,-3.75907883,375.9078829,18.7461409,,Rate,16-Nov-22,18-Jan-22,,,,Illiquid Methodology,
2024/08/02,SBN02,ZAG000178419,ZAG000178419 Corp,STANDARD BANK NAMIBIA LT,FINANCIAL,Sr Unsecured,02-Aug-24,77,2023/08/02,9.457,JIBAR,135,,100.3909287,100.1577424,0.233186301,100,100,0,,0,,,,,Price,30-Nov-22,26-Jul-22,,,,Price Traded Methodology,
2026/08/03,SBN03,ZAG000178427,ZAG000178427 Corp,STANDARD BANK NAMIBIA LT,FINANCIAL,Sr Unsecured,03-Aug-26,77,2023/08/02,9.727,JIBAR,160,,100.67583,100.4359862,0.239843836,100,100,0,,0,,,,,Price,24-Mar-23,10-Nov-22,,,,Price Traded Methodology,
2026/05/15,SBS20,ZAG000095365,ZAG000095365 Corp,STANDARD BK OF SOUTH AFR,BANK,Sr Unsecured,15-May-26,182,2023/11/15,10.05,R186,73,9.47,101.3808,101.49094,-0.11014,9.58,8.62,0,2.6771383,2.556106659,-2.59140148,259.1401481,8.2211449,,Rate,05-May-23,12-Apr-23,,,,Illiquid Methodology,
2026/05/15,SBS21,ZAG000095373,ZAG000095373 Corp,STANDARD BK OF SOUTH AFR,BANK,Sr Unsecured,15-May-26,90,2023/08/15,9.65,JIBAR,130,,102.2292785,102.335032,-0.105753425,100,100,0,,0,,,,,Price,04-Apr-23,05-Feb-23,,,,Price Traded Methodology,
